CNN,street1,street2,street3,street4
15055000,CRESCENT WAY,UNNAMED 192,,
22238000,GENNESSEE ST,STAPLES AVE,,
35078000,WHIPPLE ST,MORSE ST,,
26323000,HAIGHT ST,LYON ST,,
21374000,SOUTH HILL BLVD,BALTIMORE WAY,,
22379000,MELROSE AVE,LULU ALY,,
7499000,JERROLD AVE,QUINT ST,,
13548000,WEBSTER ST,WASHINGTON ST,,
3752000,CASE ST,END,,
24203000,09TH ST,MCLEA CT,,
23102000,TAPIA DR,HOLLOWAY AVE,,
12459000,TAYLOR ST,LOMBARD ST,,
22072000,RUDDEN AVE,OTSEGO AVE,,
25286000,HYDE ST,VALLEJO ST,,
9317101,MONTGOMERY ST,ALTA ST,,
24469000,REDWOOD ST,VAN NESS AVE,,
21497000,LOWELL ST,BRUNSWICK ST,,
26903000,WOOD ST,DICHA ALY,,
50084000,I-80 W ON RAMP,I-80 WESTBOUND,,
20785000,INDUSTRIAL ST,CHARTER OAK AVE,,
20296000,TUNNEL AVE,BAY SHORE BLVD,,
27517000,MARTIN LUTHER KING JR DR,METSON RD,,
21697000,TRUMBULL ST,CRAUT ST,,
5336000,EVANS AVE,QUINT ST,,
22689000,MAYWOOD DR,BRENTWOOD AVE,,
6462000,GREEN ST,LEAVENWORTH ST,,
28023000,30TH AVE,CALIFORNIA ST,,
962000,19TH ST,BRYANT ST,,
10155000,PACIFIC AVE,FILLMORE ST,,
8541000,LUNDYS LN,FAIR AVE,,
11876000,SILLIMAN ST,GOETTINGEN ST,,
50071000,I-80 E ON RAMP,I-80 EASTBOUND,,
12677000,DIVISION ST,BRYANT ST,,
27531000,21ST AVE,ANZA ST,,
26584000,FILBERT ST,LAGUNA ST,,
25683000,19TH ST,DOLORES ST,,
13742000,YALE ST,FELTON ST,,
32958000,CORWIN ST,DOUGLASS ST,,
8133000,LARKIN ST,CEDAR ST,,
20626000,MERCURY ST,THORNTON AVE,,
7503000,JERROLD AVE,NAPOLEON ST,,
20361000,RUTLAND ST,TEDDY AVE,,
9879201,OCTAVIA ST,LILY ST,,
51549000,GRAHAM ST,SAL ST,,
33406000,MONCADA WAY,JUNIPERO SERRA BLVD,,
51851000,FAIRFAX AVE,HAWES ST,,
23815000,JACK LONDON ALY,VARNEY PL,,
14030000,03RD TI ST,AVENUE I,,
54373000,KEITH ST,03RD ST,,
9631000,NOE ST,CLIPPER ST,,
9965099,ORD CT,DOUGLASS ST,,
1990000,44TH AVE,VICENTE ST,,
33335000,ERVINE ST,WILDE AVE,,
6832000,HAYES ST,CLAYTON ST,,
26826000,PINE ST,BAKER ST,,
23078000,OCEAN AVE,LAGUNITAS DR,,
21070000,PRENTISS ST,EUGENIA AVE,,
1215000,23RD AVE,ANZA ST,,
26454000,CLAYTON ST,GROVE ST,,
23044000,CRESPI DR,JUAN BAUTISTA CIR,,
8463101,LOMBARD ST,SCOTT ST,,
54187000,WYMAN AVE,BELLES ST,,
26554000,FRANKLIN ST,GREEN ST,,
8310000,LEROY PL,END,,
33514000,JUNIPERO SERRA BLVD,WYTON LN,,
51831000,INGALLS ST,BURKE AVE,,
11964201,SLOAT BLVD,47TH AVE,,
25967000,WEBSTER ST,MCALLISTER ST,,
33276000,JOY ST,BREWSTER ST,,
13624000,WIESE ST,15TH ST,,
54107000,GENE FRIEND WAY,END,,
26070000,DIVISADERO ST,GOLDEN GATE AVE,,
23484000,PACHECO ST,42ND AVE,,
21890000,30TH ST,SAN JOSE AVE,,
24201000,HARRISON ST,08TH ST,,
4550002,CUMBERLAND ST,END,,
23878000,DIVISION ST,HENRY ADAMS ST,,
54014000,BUCHANAN ST,WESTERN SHORE LN,,
2985000,BLANCHE ST,23RD ST,,
10622102,PORTOLA DR,TERRACE DR,,
6952000,HOLLADAY AVE,CORTLAND AVE,,
7130000,HYDE ST,WASHINGTON ST,,
7556000,JOHNSTONE DR,BEHR AVE,,
52266000,HWY 101 NORTHBOUND,HWY 1 TO HWY 101 NORTHBOUND RAMP,,
22019000,NOE ST,CESAR CHAVEZ ST,,
24277000,SUMNER ST,CLEMENTINA ST,,
11947000,SKYVIEW WAY,AQUAVISTA WAY,,
9128000,MISSION ST,26TH ST,,
26545000,WASHINGTON ST,GOUGH ST,,
21680000,EDINBURGH ST,SILVER AVE,,
51435000,RILEY AVE,ORD ST,,
10868000,QUINTARA ST,32ND AVE,,
50138000,WEBB PL,END,,
26652000,BROMLEY PL,WEBSTER ST,,
13046000,UTAH ST,25TH ST,,
25029000,JACKSON ST,BECKETT ST,,
10177000,PAGE ST,PIERCE ST,,
5333201,EVANS AVE,NEWHALL ST,,
4817101,DIVISADERO ST,CALIFORNIA ST,,
20210000,LANE ST,PALOU AVE,,
4747000,DIAMOND ST,JERSEY ST,,
50233000,MARK TWAIN PL,END,,
4592000,DARIEN WAY,WESTGATE DR,,
11023000,RIDGE LN,TARA ST,,
10078000,PACHECO ST,MARCELA AVE,,
23989000,LUCKY ST,24TH ST,,
4593000,DARIEN WAY,MANOR DR,,
26954000,WASHINGTON ST,WALNUT ST,,
4663000,DEARBORN ST,17TH ST,,
14069000,12TH TI ST,STURGEON ST,,
11851000,SHRADER ST,FULTON ST,,
4733000,DEVONSHIRE WAY,OAK PARK DR,,
8762202,MARKET ST,RESERVOIR ST,,
25783000,RAYBURN ST,LIBERTY ST,,
24610000,MISSION ST,NEW MONTGOMERY ST,,
10273000,PARKER AVE,CALIFORNIA ST,,
20430000,PARQUE DR,CIELITO DR,,
51929000,HILTON ST,SAN BRUNO AVE,,
7821000,KEY AVE,KEITH ST,,
19745000,TORNEY AVE,OREILLY AVE,,
15025000,CHINA BASIN ST,03RD ST,,
1251000,23RD ST,SFGH ACCESS,,
13197000,VELASCO AVE,SANTOS ST,,
7820000,KEY AVE,03RD ST,,
23406000,35TH AVE,RIVERA ST,,
20240000,03RD ST,CUSTER AVE,,
1660000,30TH AVE,TARAVAL ST,,
23421000,PACHECO ST,SUNSET BLVD,,
6071201,GEARY BLVD,14TH AVE,,
21223000,POWHATTAN AVE,ANDOVER ST,,
13720000,WOOL ST,EUGENIA AVE,,
22933000,PORTOLA DR,SAN LEANDRO WAY,,
10617101,PORTOLA DR,EVELYN WAY,,
26940000,LOCUST ST,CLAY ST,,
23832000,04TH ST,FREELON ST,,
2175101,ALEMANY BLVD,NAGLEE AVE,,
33122000,DONAHUE ST,KIRKWOOD AVE,,
5702000,FOLSOM ST,CESAR CHAVEZ ST,,
24544000,MISSION ST,ECKER ST,,
1025000,20TH ST,MICHIGAN ST,,
27680000,33RD AVE,NORIEGA ST,,
26861000,JACKSON ST,BRODERICK ST,,
26771000,CHESTNUT ST,STEINER ST,,
54045000,SAN ANTONIO PL,VALLEJO ST,,
15204000,EGBERT AVE,ARELIOUS WALKER DR,,
21685000,MADRID ST,BRAZIL AVE,,
25973000,FILLMORE ST,TURK ST,,
23108000,HIGUERA AVE,VIDAL DR,,
2945000,BERNAL HEIGHTS BLVD,ROSENKRANZ ST,,
22481000,WILSON ST,DE LONG ST,,
8627000,MAIN ST,MARKET ST,,
50046000,VASSAR PL,END,,
25735000,NOE ST,25TH ST,,
26556000,LAGUNA ST,SACRAMENTO ST,,
24575000,CLAY ST,DRUMM ST,,
23289000,QUINTARA ST,28TH AVE,,
24515000,HARRISON ST,HAWTHORNE ST,,
22861000,MERCED AVE,LAGUNA HONDA BLVD,,
26341000,MASONIC AVE,WALLER ST,,
8380101,LINCOLN WAY,42ND AVE,,
51526000,ROD RD,STOREY AVE,,
19382000,I-80 WESTBOUND,END,,
22938000,JUNIPERO SERRA BLVD,MONTEREY BLVD,,
8648000,MANGELS AVE,BADEN ST,,
33737000,LAKE MERCED BLVD,UNNAMED 129,,
4382000,CORBETT AVE,MARS ST,,
11817000,SHIELDS ST,BEVERLY ST,,
4361000,CONSTANSO WAY,ESCONDIDO AVE,,
4809201,DIVISADERO ST,EDDY ST,,
12752000,TURK BLVD,WILLARD ST,,
12052000,SPRING ST,CALIFORNIA ST,,
13159201,VAN NESS AVE,SACRAMENTO ST,,
22155000,DETROIT ST,HEARST AVE,,
24225000,TREAT AVE,ALABAMA ST,,
23428000,YORBA ST,40TH AVE,,
26812000,SAINT JOSEPHS AVE,OFARRELL ST,,
9989000,ORIZABA AVE,SARGENT ST,,
7954000,LAGUNA ST,FULTON ST,,
51060000,MARTHA AVE,END,,
4480000,CRANLEIGH DR,SLOAT BLVD,,
33586000,UNNAMED 033,VENTURA AVE,,
13173201,VAN NESS AVE,BAY ST,,
10071000,PACHECO ST,EDGEHILL WAY,,
33181000,KEITH ST,SAN BRUNO AVE,,
2743000,BARTLETT ST,22ND ST,,
8361201,LINCOLN WAY,23RD AVE,,
12893000,FAXON AVE,END,,
6993101,HOLLOWAY AVE,JUNIPERO SERRA BLVD,,
25043000,WASHINGTON ST,TRENTON ST,,
50072000,I-80 EASTBOUND,I-80 E OFF RAMP,,
22418000,CHAVES AVE,EVELYN WAY,,
1993000,45TH AVE,POINT LOBOS AVE,,
25962000,LAGUNA ST,TURK ST,,
15183000,GARDENER RD,RUGER ST,,
774000,17TH ST,TEXAS ST,,
27001000,LOMBARD ST,BAKER ST,,
13788000,YUKON ST,19TH ST,,
9489000,NAPLES ST,AVALON AVE,,
22768000,WESTGATE DR,KENWOOD WAY,,
27083000,IRVING ST,05TH AVE,,
21364000,LAPHAM WAY,ROBINSON DR,,
12493000,TENNESSEE ST,CESAR CHAVEZ ST,,
10423000,PIERCE ST,FULTON ST,,
33002000,YERBA BUENA AVE,BAXTER ALY,,
1972000,44TH AVE,GEARY BLVD,,
6633000,HALLECK ST,SANSOME ST,,
32981000,SUNVIEW DR,PORTOLA DR,,
54019000,BERTIE MINOR LN,END,,
34127000,LESTER CT,GATEVIEW AVE,,
30027000,HYDE ST,END,,
52117000,HWY 101 NORTHBOUND,END,,
759000,17TH AVE,JUDAH ST,,
27770000,NORIEGA ST,44TH AVE,,
4808201,DIVISADERO ST,TURK ST,,
27147000,JUDAH ST,09TH AVE,,
12771000,TWIN PEAKS BLVD,END,,
33851000,WATERFRONT ST,21ST ST,,
8361101,LINCOLN WAY,23RD AVE,,
21489000,MISSION ST,MOUNT VERNON AVE,,
8693102,MARIETTA DR,CUBA ALY,,
21907000,SANCHEZ ST,30TH ST,,
52130000,I-280 NORTHBOUND,I-280 N ON RAMP,,
7174000,ILLINOIS ST,25TH ST,,
22533000,CHESTER AVE,ALEMANY BLVD,,
22706000,VICTORIA ST,HOLLOWAY AVE,,
52067000,SHIELDS ST,ORIZABA AVE,,
50659000,LASSEN ALY,END,,
3103000,BRAZIL AVE,MUNICH ST,,
27835000,30TH AVE,ANZA ST,,
22252000,COLON AVE,MONTECITO AVE,,
24158000,19TH ST,VALENCIA ST,,
19336000,I-280 S ON RAMP,PENNSYLVANIA AVE,,
6460000,GREEN ST,END,,
23414000,QUINTARA ST,35TH AVE,,
20156000,OAKDALE AVE,KEITH ST,,
8021000,LAKE ST,FUNSTON AVE,,
6082201,GEARY BLVD,25TH AVE,,
20229000,INNES AVE,03RD ST,,
25811000,CASTRO ST,19TH ST,,
2702201,BALTIMORE WAY,TOYON LN,,
32999000,PORTAL PATH,SANTA MONICA WAY,,
23097000,TAPIA DR,SERRANO DR,,
11334000,SAN ANSELMO AVE,SAN BUENAVENTURA WAY,,
1437000,25TH ST,SOUTH VAN NESS AVE,,
9728000,OFARRELL ST,SHANNON ST,,
24870000,SANSOME ST,LOMBARD ST,,
13578101,WEST PORTAL AVE,VICENTE ST,,
1343000,24TH ST,CYPRESS ST,,
25002000,POWELL ST,CALIFORNIA ST,,
11532000,SANCHEZ ST,CLIPPER ST,,
27338000,ORTEGA ST,22ND AVE,,
24489000,TABER PL,02ND ST,,
2148000,AMBROSE BIERCE ST,NEW MONTGOMERY ST,,
21762000,MISSION ST,AVALON AVE,,
6424000,GRATTAN ST,COLE ST,,
23282000,29TH AVE,TARAVAL ST,,
26408000,BELVEDERE ST,WALLER ST,,
50252000,HELEN ST,END,,
24406000,MCCOPPIN ST,STEVENSON ST,,
25625000,23RD ST,AMES ST,,
13601000,WHIPPLE AVE,RAE AVE,,
23767000,VERMONT ST,18TH ST,,
54180000,VAN NESS AVE,END,,
27255000,FULTON ST,06TH AVE,,
4778201,DIAMOND HEIGHTS BLVD,GOLD MINE DR,,
27392000,25TH AVE,LAWTON ST,,
23308000,SUNSET BLVD,LAKE MERCED BLVD,,
25893000,FILLMORE ST,DUBOCE AVE,,
19460000,LINCOLN BLVD,TAYLOR RD,,
4095000,CLAY ST,POWELL ST,,
12217000,STOCKTON ST,LOMBARD ST,,
10295000,PARNASSUS AVE,04TH AVE,,
21547000,MISSION ST,FARRAGUT AVE,,
11962202,SLOAT BLVD,44TH AVE,,
12624000,TOLAND ST,HUDSON AVE,,
53063000,I-80 W ON RAMP,I-80 WESTBOUND,,
33568000,MARKET ST,DIXIE ALY,,
318000,06TH AVE,ANZA ST,,
3038000,BOWDOIN ST,GAVEN ST,,
8475000,LONDON ST,FRANCE AVE,,
51364000,COMPTON RD,WASHINGTON BLVD,,
7973000,LAGUNA ST,JACKSON ST,,
11300201,SAINT FRANCIS BLVD,SANTA CLARA AVE,,
33000000,CHAVES AVE,DEL SUR AVE,,
50133000,JULIUS ST,END,,
5375000,EXETER ST,PAUL AVE,,
11605000,SANTIAGO ST,14TH AVE,,
19312000,I-280 NORTHBOUND,I-280 N ON RAMP,,
24256000,BERWICK PL,HARRISON ST,,
24101000,VALENCIA ST,24TH ST,,
33457000,SAN JOSE AVE,RIDGE LN,,
51554000,UNNAMED 161,SIBERT LOOP,,
24392000,MCCOPPIN ST,JESSIE ST,,
24723000,HARDIE PL,KEARNY ST,,
25671000,20TH ST,GUERRERO ST,,
21114000,RUTLEDGE ST,FRANCONIA ST,,
54141000,PORTOLA ST,MCRAE ST,,
6360000,GRAFTON AVE,GRANADA AVE,,
24024000,BRYANT ST,MARIPOSA ST,,
52094000,TINGLEY ST,END,,
33412000,MERCEDES WAY,JUNIPERO SERRA BLVD,,
21911000,VALLEY ST,NOE ST,,
6008000,GARFIELD ST,VICTORIA ST,,
20379000,ARGONAUT AVE,MCCARTHY AVE,,
54183000,CAMPUS LN,BURROWS ST,,
2300000,ANNIE ST,AMBROSE BIERCE ST,,
25677000,18TH ST,GUERRERO ST,,
21316000,HEYMAN AVE,PROSPECT AVE,,
23777000,VERMONT ST,MARIPOSA ST,,
12289202,SUNSET BLVD,YORBA ST,,
51246000,MACARTHUR AVE,SUMNER AVE,,
10030000,ORTEGA ST,41ST AVE,,
20885000,SOMERSET ST,WOOLSEY ST,,
23674000,MISSISSIPPI ST,MARIPOSA ST,,
22328000,TURQUOISE WAY,QUARTZ WAY,,
8921000,MCKINNON AVE,END,,
12132000,STEINER ST,ELLIS ST,,
51667000,WATERVILLE ST,SELBY ST,,
50866000,VISTA VIEW CT,END,,
5103000,EDNA ST,JOOST AVE,,
6611000,HAIGHT ST,SCOTT ST,,
6014000,GARFIELD ST,MONTICELLO ST,,
11955103,SLOAT BLVD,SYLVAN DR,,
22464000,SAN JOSE AVE,GOETHE ST,,
19439000,LINCOLN BLVD,PERSHING DR,,
25481000,NORTH POINT ST,MASON ST,,
6420000,GRANVILLE WAY,END,,
22141000,JOOST AVE,BADEN ST,,
4588000,DARIEN WAY,SANTA ANA AVE,,
7612000,JOOST AVE,EDNA ST,,
50339000,GREENWICH ST,KEARNY ST,,
21874000,FAIRMOUNT ST,LAIDLEY ST,,
4497000,CRESCENT AVE,FOLSOM ST,,
4375201,PORTOLA DR,END,,
25579000,CHESTNUT ST,CULEBRA TER,,
21084000,CORTLAND AVE,ELLSWORTH ST,,
4249000,COLE ST,CARMEL ST,,
3961000,CHESTNUT ST,JONES ST,,
21384000,SOUTH HILL BLVD,CHICAGO WAY,,
8077000,LAMARTINE ST,CAYUGA AVE,,
8306000,LENOX WAY,TARAVAL ST,,
6716000,HARRISON ST,HAWTHORNE ST,,
13155202,VAN NESS AVE,FERN ST,,
5786000,FRANCONIA ST,MASSASOIT ST,,
6596003,GUTTENBERG ST,LINCOLN CT,,
51917000,EARL ST,SAMPSON AVE,,
6639000,HAMILTON ST,BURROWS ST,,
20803000,OAKDALE AVE,TOLAND ST,,
25561000,LARKIN ST,FILBERT ST,,
2269000,ANDERSON ST,EUGENIA AVE,,
24603000,MISSION ST,ANTHONY ST,,
27720000,32ND AVE,IRVING ST,,
11512000,SANCHEZ ST,16TH ST,,
50259000,TROY ALY,END,,
8449000,LOMBARD ST,MONTCLAIR TER,,
5272000,EUCALYPTUS DR,22ND AVE,,
4294000,COLUMBUS AVE,VALLEJO ST,,
748000,16TH ST,FLINT ST,,
8368201,LINCOLN WAY,30TH AVE,,
6856000,HEAD ST,SARGENT ST,,
50980000,DESMOND ST,COUNTY LINE,,
13781000,YOSEMITE AVE,JENNINGS ST,,
20356000,RUTLAND ST,LELAND AVE,,
4778101,DIAMOND HEIGHTS BLVD,GOLD MINE DR,,
26587000,WEBSTER ST,GEARY BLVD,,
20215000,MENDELL ST,HUDSON AVE,,
8948000,MELROSE AVE,VERNA ST,,
7855000,KIRKHAM ST,17TH AVE,,
25715000,NOE ST,20TH ST,,
25664000,22ND ST,VICKSBURG ST,,
12094000,STANYAN ST,FREDERICK ST,,
35067000,OAKDALE AVE,LA SALLE AVE,,
21106000,MAYFLOWER ST,BRADFORD ST,,
1596000,28TH AVE,ULLOA ST,,
27166000,KIRKHAM ST,FUNSTON AVE,,
23625000,22ND ST,PENNSYLVANIA AVE,,
9833201,OCEAN AVE,FAIRFIELD WAY,,
21809000,BROMPTON AVE,JOOST AVE,,
4485000,CRESCENT AVE,LEESE ST,,
7373000,JACKSON ST,GRANT AVE,,
51371000,WASHINGTON BLVD,COMPTON RD,,
6464000,GREEN ST,HYDE ST,,
50928000,TULANE ST,END,,
2457000,ARMSTRONG AVE,GRIFFITH ST,,
13728000,WOOLSEY ST,HOLYOKE ST,,
21252000,CORTLAND AVE,ELSIE ST,,
8967000,MENDELL ST,YOSEMITE AVE,,
20847000,HAMILTON ST,MANSELL ST,,
6769000,HARVARD ST,SILVER AVE,,
25130000,TAYLOR ST,PACIFIC AVE,,
22525000,RANDOLPH ST,ARCH ST,,
26329000,MASONIC AVE,PIEDMONT ST,,
24025000,17TH ST,HAMPSHIRE ST,,
1886000,40TH AVE,ANZA ST,,
5362000,EXCELSIOR AVE,LISBON ST,,
11072000,RIVERA ST,38TH AVE,,
19395001,HUDSON AVE,COLEMAN ST,,
6397000,GRANT AVE,JACKSON ST,,
8301000,LELAND AVE,ELLIOT ST,,
52232000,HWY 101 S OFF RAMP,SAN BRUNO AVE,,
33111000,HUDSON AVE,SELBY ST,,
21644000,VIENNA ST,PERSIA AVE,,
27959000,GREAT HWY,JUDAH ST,,
25405000,FRANCISCO ST,STOCKTON ST,,
20220000,MENDELL ST,GALVEZ AVE,,
11456000,SAN JOSE AVE,ONEIDA AVE,,
20153000,JENNINGS ST,QUESADA AVE,,
11623000,SANTIAGO ST,32ND AVE,,
25964000,LAGUNA ST,EDDY ST,,
13468000,WAWONA ST,VICENTE ST,,
33523000,SAN JOSE AVE,END,,
27084000,IRVING ST,06TH AVE,,
9415000,MOULTRIE ST,CORTLAND AVE,,
50684000,DOLORES TER,END,,
30823000,JEFFERSON ST,LYON ST,,
25868000,LAGUNA ST,WALLER ST,,
20871000,UNIVERSITY ST,MANSELL ST,,
33402000,PENNY LN,DIAMOND ST,,
2577000,BACHE ST,BENTON AVE,,
8629000,MAIN ST,HOWARD ST,,
54027000,DOLPHIN CT,END,,
22452000,LESSING ST,LIEBIG ST,,
7295000,IRVING ST,18TH AVE,,
2362000,ANZA ST,46TH AVE,,
2016000,46TH AVE,ANZA ST,,
7364000,JACKSON ST,SANSOME ST,,
911101,19TH AVE,JUDAH ST,,
7675000,JUDAH ST,38TH AVE,,
25150000,WILLOW ST,LARKIN ST,,
24784000,KEARNY ST,PACIFIC AVE,,
27268000,CABRILLO ST,FUNSTON AVE,,
11147101,ROOSEVELT WAY,LOWER TER,,
5753000,FRANCIS ST,MISSION ST,,
2864002,BEALE ST,NATOMA ST,,
27738000,JUDAH ST,37TH AVE,,
1280000,23RD ST,BLANCHE ST,,
54214000,OTTER COVE TER,EMERALD COVE WAY,,
6200000,GIRARD ST,WAYLAND ST,,
25465000,COLUMBUS AVE,LOMBARD ST,,
20492000,YOSEMITE AVE,KEITH ST,,
12076000,STANYAN BLVD,GEARY BLVD,,
33273000,SAN BRUNO AVE,WOOLSEY ST,,
9807201,OCEAN AVE,ALEMANY BLVD,,
25349000,GRANT AVE,FILBERT ST,,
51270000,FUNSTON AVE,LINCOLN BLVD,,
22372000,OMAR WAY,ROCKDALE DR,,
26636000,STEINER ST,CLAY ST,,
9016000,MIDDLEFIELD DR,SLOAT BLVD,,
12996000,YELLOW CAB ACCESS ROAD,MISSOURI ST,,
22867000,LAGUNA HONDA BLVD,PLAZA ST,,
3324000,BUCHANAN ST,LAUSSAT ST,,
26555000,BROADWAY,FRANKLIN ST,,
21705000,ROUSSEAU ST,ALEMANY BLVD,,
50702000,MERSEY ST,END,,
4262000,COLIN P KELLY JR ST,BRANNAN ST,,
23340000,YORBA ST,34TH AVE,,
8090000,LANE ST,QUESADA AVE,,
27099000,11TH AVE,PACHECO ST,,
6960000,HOLLISTER AVE,END,,
2368000,ANZAVISTA AVE,BARCELONA AVE,,
26254000,FOREST KNOLLS DR,CHRISTOPHER DR,,
6882000,HENRY ST,CASTRO ST,,
27991000,SUTRO HEIGHTS AVE,47TH AVE,,
23665000,20TH ST,MISSOURI ST,,
22690000,HEAD ST,SARGENT ST,,
51047000,CHARLES ST,END,,
1941000,42ND AVE,QUINTARA ST,,
27047000,CHRISTOPHER DR,OAK PARK DR,,
6663000,HANOVER ST,POPE ST,,
9785000,OAKDALE AVE,KEITH ST,,
21890000,SAN JOSE AVE,30TH ST,,
13366000,WALLER ST,CARMELITA ST,,
15134000,CANDLESTICK COVE WAY,OTTER COVE TER,,
21500000,BRUNSWICK ST,WHITTIER ST,,
10624001,POST ST,MONTGOMERY ST,,
11959105,SLOAT BLVD,SUNSET BLVD ON RAMP,,
52164000,I-280 N ON RAMP,I-280 NORTHBOUND,,
50300000,CULEBRA TER,END,,
3531000,CALIFORNIA ST,SPRING ST,,
8040201,LAKE ST,30TH AVE,,
4709000,DELTA ST,RAYMOND AVE,,
23318000,OCEAN AVE,COUNTRY CLUB DR,,
8211000,LAWTON ST,31ST AVE,,
26206000,ROOSEVELT WAY,CLIFFORD TER,,
9582002,NEWHALL ST,LYDIA AVE,,
4317000,COMMONWEALTH AVE,EUCLID AVE,,
23680000,MISSOURI ST,MARIPOSA ST,,
12594000,THORNTON AVE,TOPEKA AVE,,
4933000,DORIC ALY,END,,
8188000,LAWTON ST,AUTO DR,,
20400000,VELASCO AVE,ARGONAUT AVE,,
2049000,47TH AVE,NORIEGA ST,,
52246000,I-280 S OFF RAMP,PENNSYLVANIA AVE,,
19549000,MESA ST,CANBY ST,,
10826000,QUINCY ST,PINE ST,,
23603000,HARRISON ST,MAIN ST,,
33358000,BRUNSWICK ST,UNNAMED 070,,
7661000,JUDAH ST,26TH AVE,,
4641000,DE HARO ST,25TH ST,,
26876000,DIVISADERO ST,VALLEJO ST,,
9460000,MURRAY ST,JUSTIN DR,,
22276000,MALTA DR,STILLINGS AVE,,
21893000,DOLORES ST,29TH ST,,
12129000,STEINER ST,GOLDEN GATE AVE,,
23497000,CUTLER AVE,GREAT HWY,,
21026000,CORTLAND AVE,HILTON ST,,
50111000,SOUTHARD PL,END,,
32995000,BENGAL ALY,LANSDALE AVE,,
192201,03RD ST,23RD ST,,
20745000,CONKLING ST,SILVER AVE,,
12173000,STEVENSON ST,END,,
3105001,BRAZIL AVE,LA GRANDE AVE,,
27313000,ANGLO ALY,PACHECO ST,,
3270000,BRUSSELS ST,MANSELL ST,,
33379000,OHLONE WAY,SUSSEX ST,,
20921000,HAMILTON ST,FELTON ST,,
51927000,JARBOE AVE,HOLLADAY AVE,,
8166000,LATONA ST,BAY VIEW ST,,
2799106,BAY SHORE BLVD,END,,
23221000,INVERNESS DR,OCEAN AVE,,
5450000,FELL ST,SCOTT ST,,
4790000,DICKINSON ST,ALEMANY BLVD,,
24440000,GOLDEN GATE AVE,LARKIN ST,,
25946000,MCALLISTER ST,LAGUNA ST,,
22040000,DIAMOND ST,27TH ST,,
50201000,WARNER PL,END,,
12570000,THOMAS AVE,HAWES ST,,
50529000,COLE ST,END,,
22196000,MARGARET AVE,LAKEVIEW AVE,,
2169101,ALEMANY BLVD,SENECA AVE,,
11388000,SAN BRUNO AVE,NELSON AVE,,
27044000,VENTURA AVE,LINARES AVE,,
8360201,LINCOLN WAY,22ND AVE,,
10855000,QUINTARA ST,19TH AVE,,
794000,17TH ST,SHOTWELL ST,,
3889000,MISSION CREEK,END,,
21558000,HURON AVE,FREDSON CT,,
52096000,SAN JOSE AVE,END,,
21870000,ROANOKE ST,CHENERY ST,,
10647000,POST ST,FILLMORE ST,,
4815201,DIVISADERO ST,BUSH ST,,
23465000,RIVERA ST,38TH AVE,,
8457101,LOMBARD ST,LAGUNA ST,,
27248000,04TH AVE,GEARY BLVD,,
5092000,EDINBURGH ST,FRANCE AVE,,
13285000,VICTORIA ST,SARGENT ST,,
20439000,HAWES ST,INGERSON AVE,,
13144201,VAN NESS AVE,FELL ST,,
25829000,MARKET ST,DOUGLASS ST,,
27623000,CALIFORNIA ST,15TH AVE,,
5840000,FRANKLIN ST,CHESTNUT ST,,
7908000,KRAMER PL,JACK MICHELINE ALY,,
22781000,CEDRO AVE,MERCEDES WAY,,
20684000,OAKDALE AVE,DUNSHEE ST,,
25284000,LEAVENWORTH ST,BROADWAY,,
9836101,OCEAN AVE,MANOR DR,,
15023203,MISSION BAY DR,MISSION BAY CIR,,
24908000,POST ST,STOCKTON ST,,
35026000,DONAHUE ST,GALVEZ AVE,,
20013000,IGNACIO AVE,GILROY ST,,
51830000,IOWA ST,26TH ST,,
4644000,DE LONG ST,RICE ST,,
9084000,MISSION ST,SPEAR ST,,
25175000,TURK ST,POLK ST,,
26429000,SHRADER ST,WALLER ST,,
9054000,MINNESOTA ST,18TH ST,,
11950103,SLOAT BLVD,LAGUNITAS DR,,
34189000,BERRY EXTENSION ST,BERRY ST,,
33332000,SILVER AVE,LISBON ST,,
14141000,AVENUE I,13TH TI ST,,
10011000,ORTEGA ST,23RD AVE,,
13163201,VAN NESS AVE,PACIFIC AVE,,
30072000,EARL GAGE JR ST,BUCHANAN ST,,
5834000,FRANKLIN ST,GREEN ST,,
4226000,CODMAN PL,CLAY ST,,
20213000,MCKINNON AVE,03RD ST,,
50991000,SUNRISE WAY,END,,
788000,17TH ST,BRYANT ST,,
8126000,LARKIN ST,EDDY ST,,
22172000,SAN JOSE AVE,SHAWNEE AVE,,
19230000,HWY 101 S OFF RAMP,HWY 101 SOUTHBOUND,,
10919000,RANDOLPH ST,RAMSELL ST,,
917201,19TH AVE,PACHECO ST,,
23470000,41ST AVE,RIVERA ST,,
11982000,MARTIN LUTHER KING JR DR,BOWLING GREEN DR,,
26719000,GREENWICH ST,OCTAVIA ST,,
24939000,DERBY ST,TAYLOR ST,,
51348000,LINCOLN BLVD,RALSTON AVE,,
25940000,FULTON ST,GOUGH ST,,
25829000,DOUGLASS ST,MARKET ST,,
21689000,CRAUT ST,SILVER AVE,,
20487000,KEITH ST,BANCROFT AVE,,
2801101,BAY SHORE BLVD,CORTLAND AVE,,
11428000,SAN JOSE AVE,23RD ST,,
20596000,MANSELL ST,SOMERSET ST,,
20925000,HALE ST,BOWDOIN ST,,
2387000,ARBALLO DR,HIGUERA AVE,,
28184000,MARIN ST,TENNESSEE ST,,
